Rooms,Type,Price,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea
3,u,960000.0,11.7,3.0,2.0,2.0,382.0,151.0,2000.0,Monash
1,u,336000.0,6.9,1.0,1.0,1.0,0.0,50.0,1980.0,Moonee Valley
4,t,1200000.0,16.0,4.0,2.0,2.0,304.0,183.0,2007.0,Kingston
3,t,824000.0,7.8,3.0,1.0,2.0,120.0,113.76,1990.0,Moreland
5,t,645000.0,13.0,5.0,1.0,1.0,227.0,152.0,2013.0,Moreland
2,u,706000.0,7.5,2.0,1.0,1.0,172.0,90.0,1960.0,Boroondara
3,h,1837000.0,11.2,4.0,2.0,1.0,769.0,196.0,1920.0,Stonnington
2,u,910000.0,10.1,2.0,1.0,2.0,402.0,106.0,1970.0,Glen Eira
2,u,590000.0,5.2,2.0,1.0,1.0,0.0,74.0,2004.0,Moreland
4,h,2635000.0,4.6,4.0,2.0,2.0,401.0,154.0,1910.0,Stonnington
3,h,1780000.0,8.4,3.0,2.0,2.0,580.0,146.0,1930.0,Stonnington
4,t,1250000.0,10.1,4.0,3.0,2.0,326.0,223.0,2005.0,Glen Eira
4,h,1337000.0,10.4,4.0,2.0,2.0,650.0,254.0,1955.0,Moonee Valley
2,u,611000.0,14.2,2.0,1.0,1.0,161.0,82.0,1970.0,Monash
3,t,870000.0,6.9,3.0,2.0,2.0,156.0,152.0,2000.0,Moonee Valley
2,u,410000.0,11.2,2.0,1.0,1.0,180.0,61.0,2004.0,Darebin
2,u,641000.0,3.4,2.0,1.0,1.0,72.0,90.0,1980.0,Yarra
3,u,910000.0,13.9,3.0,2.0,2.0,299.0,135.0,2001.0,Manningham
3,t,1200000.0,11.8,3.0,2.0,2.0,255.0,152.0,2000.0,Whitehorse
3,h,870000.0,9.4,3.0,1.0,4.0,559.0,560.0,1950.0,Hobsons Bay
4,h,735000.0,13.3,4.0,2.0,5.0,635.0,201.0,1975.0,Brimbank
2,u,500000.0,6.1,2.0,1.0,1.0,5530.0,70.0,2001.0,Port Phillip
2,t,720000.0,13.8,2.0,1.0,2.0,292.0,125.0,2013.0,Hobsons Bay
3,h,1631000.0,12.2,3.0,2.0,3.0,782.0,215.0,1950.0,Monash
2,t,930000.0,11.4,2.0,2.0,1.0,166.0,170.0,2009.0,Glen Eira
3,t,1253000.0,11.2,3.0,2.0,1.0,216.0,135.0,1994.0,Stonnington
4,t,1680000.0,9.2,4.0,3.0,1.0,362.0,200.0,2014.0,Boroondara
2,t,650000.0,6.4,2.0,2.0,1.0,279.0,104.0,2013.0,Maribyrnong
3,h,862000.0,18.8,3.0,2.0,2.0,246.0,3.0,2002.0,Monash
2,t,668500.0,12.0,2.0,2.0,1.0,138.0,104.63,2014.0,Darebin
3,t,802000.0,22.2,3.0,2.0,2.0,251.0,185.0,1998.0,Kingston
2,h,870000.0,3.5,2.0,1.0,0.0,107.0,64.0,1910.0,Yarra
3,u,1352500.0,11.2,2.0,2.0,1.0,280.0,110.0,1993.0,Bayside
3,h,920000.0,13.8,3.0,2.0,2.0,834.0,143.0,1975.0,Banyule
2,u,580000.0,7.5,2.0,1.0,1.0,921.0,84.0,1970.0,Moonee Valley
2,u,772000.0,11.4,2.0,1.0,2.0,0.0,100.0,1973.0,Glen Eira
2,t,595000.0,8.0,2.0,1.0,2.0,752.0,89.0,1990.0,Moonee Valley
3,h,1170000.0,13.1,3.0,1.0,1.0,755.0,95.0,1920.0,Whitehorse
2,u,526000.0,9.7,2.0,1.0,1.0,0.0,73.0,1960.0,Boroondara
2,h,590000.0,10.5,2.0,1.0,2.0,586.0,80.0,1955.0,Banyule
3,t,1250000.0,11.8,3.0,2.0,2.0,326.0,188.0,2000.0,Glen Eira
1,u,437000.0,3.2,1.0,1.0,1.0,0.0,56.0,1970.0,Yarra
3,t,1375000.0,13.0,3.0,3.0,2.0,338.0,194.0,2012.0,Glen Eira
2,u,612500.0,4.6,2.0,1.0,1.0,859.0,71.0,1960.0,Boroondara
1,u,485000.0,7.7,1.0,1.0,1.0,0.0,43.0,1970.0,Port Phillip
3,t,525000.0,11.2,3.0,1.0,1.0,194.0,133.0,2011.0,Moreland
3,u,490000.0,12.6,3.0,1.0,1.0,301.0,115.0,1950.0,Brimbank
2,t,550500.0,9.9,2.0,1.0,2.0,135.0,100.0,2012.0,Moreland
3,t,732000.0,5.6,3.0,1.0,1.0,904.0,110.0,1980.0,Boroondara
3,t,1230000.0,10.7,3.0,2.0,2.0,297.0,193.0,1980.0,Bayside
3,t,615000.0,9.2,3.0,2.0,2.0,165.0,161.0,2007.0,Maribyrnong
2,t,790000.0,11.2,2.0,2.0,1.0,208.0,127.0,2010.0,Moreland
2,t,585000.0,9.2,2.0,1.0,1.0,84.0,84.0,1960.0,Boroondara
3,h,755000.0,9.9,3.0,2.0,2.0,294.0,110.0,1950.0,Moreland
2,h,1265000.0,2.6,2.0,1.0,0.0,70.0,102.0,1890.0,Melbourne
2,u,770000.0,5.5,2.0,1.0,1.0,129.0,115.0,1975.0,Darebin
3,h,884500.0,8.7,3.0,2.0,2.0,211.0,234.0,2005.0,Maribyrnong
2,u,666000.0,4.2,2.0,1.0,2.0,1111.0,92.0,1998.0,Melbourne
2,t,585500.0,11.5,2.0,1.0,1.0,161.0,86.0,2013.0,Moreland
2,h,1900000.0,7.8,2.0,1.0,3.0,633.0,134.3,1960.0,Boroondara
3,h,876000.0,6.4,3.0,2.0,2.0,204.0,106.0,1990.0,Maribyrnong
2,t,742500.0,14.6,2.0,1.0,1.0,179.0,101.0,2001.0,Kingston
2,u,1022000.0,5.3,2.0,1.0,1.0,2267.0,104.0,1930.0,Boroondara
2,t,530000.0,11.2,2.0,1.0,1.0,0.0,106.0,2007.0,Darebin
4,t,881000.0,13.6,3.0,2.0,1.0,188.0,137.0,2014.0,Monash
2,t,490000.0,11.2,3.0,1.0,1.0,126.0,91.0,2013.0,Darebin
3,t,640000.0,7.8,3.0,1.0,2.0,119.0,109.0,1995.0,Moreland
3,u,560000.0,13.9,3.0,2.0,7.0,420.0,150.0,1970.0,Brimbank
3,h,1055000.0,6.9,3.0,2.0,2.0,0.0,189.0,2009.0,Moonee Valley
4,h,1400000.0,8.0,4.0,2.0,1.0,320.0,160.0,1950.0,Hobsons Bay
1,u,257500.0,8.5,1.0,1.0,1.0,995.0,35.0,1970.0,Moreland
4,t,985000.0,13.9,4.0,2.0,2.0,182.0,160.0,1998.0,Manningham
4,h,1646000.0,9.1,4.0,3.0,2.0,757.0,157.0,1950.0,Moonee Valley
3,t,830000.0,12.2,2.0,1.0,2.0,212.0,130.0,2012.0,Monash
3,t,1135000.0,11.2,3.0,3.0,2.0,0.0,130.0,1988.0,Stonnington
2,u,1610000.0,3.8,2.0,2.0,2.0,0.0,104.0,2007.0,Port Phillip
5,h,1415000.0,12.7,5.0,3.0,6.0,705.0,313.0,2005.0,Hobsons Bay
2,t,531000.0,11.4,2.0,1.0,1.0,83.0,89.0,1990.0,Banyule
3,t,922000.0,11.2,3.0,2.0,2.0,0.0,138.0,2000.0,Stonnington
2,h,675000.0,11.4,2.0,1.0,1.0,0.0,90.0,1968.0,Glen Eira
3,t,468000.0,13.6,3.0,2.0,2.0,178.0,138.0,2000.0,Moreland
4,h,825000.0,13.0,4.0,2.0,4.0,768.0,194.0,1970.0,Moreland
2,u,348000.0,6.9,2.0,1.0,1.0,0.0,63.0,2007.0,Moonee Valley
1,u,410000.0,4.6,1.0,1.0,1.0,0.0,51.0,1960.0,Stonnington
3,t,861000.0,17.9,3.0,2.0,2.0,305.0,130.0,2000.0,Kingston
1,u,659000.0,2.8,1.0,1.0,1.0,0.0,59.0,2006.0,Melbourne
2,t,660000.0,8.8,2.0,1.0,1.0,113.0,90.0,2013.0,Darebin
2,u,425500.0,4.3,2.0,1.0,1.0,1727.0,82.0,1960.0,Moonee Valley
2,t,380000.0,14.5,2.0,1.0,1.0,161.0,100.0,2010.0,Brimbank
3,t,1237000.0,8.7,3.0,2.0,2.0,0.0,135.0,1990.0,Glen Eira
2,u,725000.0,13.0,2.0,1.0,1.0,0.0,115.0,2006.0,Glen Eira
4,t,1325000.0,13.9,4.0,4.0,2.0,363.0,265.0,2012.0,Glen Eira
3,h,1816000.0,10.3,3.0,1.0,2.0,846.0,180.0,1955.0,Banyule
3,t,840000.0,11.2,3.0,2.0,2.0,374.0,180.0,1990.0,Moonee Valley
3,t,620000.0,8.2,3.0,1.0,2.0,255.0,148.0,2001.0,Maribyrnong
2,u,491000.0,11.2,2.0,1.0,1.0,168.0,93.0,1970.0,Darebin
2,u,635000.0,4.6,2.0,1.0,1.0,2679.0,78.0,1960.0,Boroondara
4,h,1615000.0,14.0,4.0,2.0,2.0,537.0,199.0,1920.0,Monash
3,h,1540000.0,5.1,3.0,2.0,1.0,138.0,147.0,2000.0,Stonnington
3,h,1102000.0,7.9,3.0,1.0,1.0,597.0,115.0,1950.0,Banyule
1,u,420000.0,2.7,1.0,1.0,1.0,0.0,43.0,1960.0,Stonnington
3,h,2105000.0,7.8,3.0,1.0,2.0,692.0,164.0,1940.0,Boroondara
2,t,807000.0,7.8,2.0,2.0,1.0,0.0,176.0,2010.0,Moreland
2,u,687500.0,7.7,2.0,1.0,1.0,0.0,69.0,1930.0,Port Phillip
3,h,2200000.0,9.2,3.0,1.0,2.0,700.0,142.0,1930.0,Boroondara
2,u,525500.0,9.3,2.0,1.0,1.0,831.0,80.0,1970.0,Glen Eira
3,h,601200.0,12.8,4.0,1.0,1.0,554.0,147.0,1960.0,Moonee Valley
2,u,610250.0,1.8,2.0,1.0,1.0,0.0,72.0,1994.0,Melbourne
3,h,765000.0,10.8,3.0,1.0,1.0,658.0,105.0,1960.0,Maribyrnong
2,u,667000.0,7.8,2.0,1.0,1.0,83.0,81.0,1960.0,Boroondara
2,u,545000.0,5.9,2.0,1.0,2.0,194.0,71.0,1900.0,Moonee Valley
2,h,1283000.0,4.5,2.0,1.0,1.0,263.0,109.0,1910.0,Moreland
3,h,805000.0,11.2,3.0,1.0,2.0,227.0,118.0,1930.0,Darebin
2,t,570000.0,8.7,3.0,1.0,2.0,98.0,128.0,2009.0,Maribyrnong
4,t,1042500.0,13.6,4.0,3.0,2.0,209.0,160.0,2016.0,Monash
3,t,1310000.0,11.8,3.0,2.0,2.0,330.0,148.0,2001.0,Whitehorse
3,h,6250000.0,4.6,3.0,3.0,2.0,564.0,342.0,2000.0,Stonnington
2,t,635000.0,7.8,2.0,1.0,1.0,97.0,95.0,2014.0,Moreland
4,h,1928000.0,2.6,4.0,1.0,0.0,194.0,186.0,1890.0,Melbourne
2,u,353000.0,4.3,2.0,1.0,1.0,4977.0,79.0,2000.0,Maribyrnong
3,u,580000.0,12.8,3.0,2.0,2.0,112.0,138.0,2013.0,Moonee Valley
3,u,740000.0,12.3,3.0,1.0,1.0,211.0,90.0,2004.0,Monash
2,t,650000.0,11.2,2.0,2.0,1.0,0.0,120.0,2015.0,Stonnington
2,t,500000.0,7.4,2.0,1.0,1.0,0.0,54.0,1970.0,Stonnington
2,u,615000.0,5.0,2.0,1.0,1.0,1123.0,84.0,1920.0,Port Phillip
3,u,1135000.0,16.7,3.0,2.0,2.0,328.0,152.0,1980.0,Monash
2,u,525000.0,10.3,2.0,1.0,1.0,79.0,70.0,1970.0,Banyule
4,t,975000.0,17.2,4.0,2.0,2.0,0.0,207.0,2008.0,Whitehorse
2,u,760000.0,6.1,2.0,1.0,0.0,0.0,95.0,1930.0,Port Phillip
3,u,872000.0,8.0,3.0,1.0,1.0,862.0,135.0,1970.0,Moonee Valley
1,u,357000.0,7.7,1.0,1.0,1.0,0.0,50.0,1965.0,Port Phillip
2,u,493000.0,11.2,2.0,1.0,2.0,201.0,201.0,2000.0,Moreland
3,t,805000.0,21.5,3.0,2.0,2.0,0.0,164.0,2006.0,Kingston
3,h,1074000.0,2.6,3.0,1.0,0.0,245.0,140.0,1900.0,Yarra
3,h,900000.0,12.8,3.0,1.0,1.0,713.0,127.0,1970.0,Moonee Valley
2,t,575000.0,12.0,2.0,2.0,1.0,151.0,102.0,2015.0,Darebin
3,t,730000.0,6.2,3.0,2.0,2.0,340.0,135.0,2000.0,Hobsons Bay
3,u,850000.0,14.3,3.0,2.0,1.0,236.0,145.0,1980.0,Manningham
3,t,820000.0,12.3,3.0,2.0,1.0,200.0,130.0,2013.0,Monash
3,h,823000.0,13.9,3.0,2.0,2.0,213.0,143.0,2003.0,Glen Eira
3,t,1620000.0,7.5,3.0,2.0,2.0,248.0,167.0,2012.0,Boroondara
2,u,600000.0,17.3,2.0,1.0,1.0,0.0,74.0,1960.0,Bayside
2,u,720000.0,7.2,2.0,1.0,2.0,797.0,90.0,1920.0,Port Phillip
2,u,535000.0,4.1,2.0,1.0,1.0,760.0,58.0,1930.0,Port Phillip
3,t,631000.0,9.2,3.0,1.0,1.0,178.0,120.0,2012.0,Moreland
4,h,890000.0,24.8,4.0,2.0,2.0,659.0,177.0,1992.0,Knox
2,u,890000.0,10.3,2.0,1.0,2.0,275.0,106.0,1970.0,Bayside
2,u,485000.0,13.4,2.0,1.0,1.0,0.0,55.0,1960.0,Whitehorse
3,h,1500000.0,3.4,3.0,1.0,1.0,230.0,127.0,1900.0,Yarra
3,h,695000.0,12.9,3.0,1.0,2.0,676.0,121.0,1980.0,Hume
3,h,815000.0,11.1,3.0,2.0,3.0,555.0,130.0,1960.0,Hobsons Bay
3,h,910000.0,11.1,3.0,1.0,3.0,535.0,132.0,1970.0,Hobsons Bay
4,t,1367000.0,10.7,4.0,2.0,2.0,315.0,4.0,2000.0,Bayside
3,t,940000.0,5.2,3.0,2.0,1.0,186.0,140.0,2016.0,Moreland
3,t,955000.0,5.2,3.0,2.0,2.0,327.0,110.0,2007.0,Moreland
4,h,2000000.0,11.7,4.0,3.0,2.0,928.0,229.0,1996.0,Whitehorse
4,t,841000.0,6.4,4.0,2.0,2.0,250.0,160.0,2000.0,Maribyrnong
3,h,965000.0,6.6,3.0,1.0,0.0,217.0,104.0,1910.0,Maribyrnong
3,h,800000.0,22.2,3.0,2.0,4.0,801.0,150.0,1980.0,Kingston
2,t,636500.0,10.4,2.0,1.0,1.0,0.0,68.0,1970.0,Glen Eira
4,h,1998000.0,9.2,4.0,2.0,1.0,739.0,183.0,2002.0,Boroondara
4,h,3600000.0,8.4,4.0,3.0,2.0,552.0,355.0,2015.0,Stonnington
3,u,700000.0,8.0,3.0,1.0,1.0,227.0,120.0,2005.0,Moonee Valley
3,u,960000.0,11.8,3.0,2.0,2.0,199.0,167.0,1995.0,Glen Eira
1,u,420000.0,1.6,1.0,1.0,1.0,782.0,42.0,1975.0,Yarra
3,h,1679000.0,4.5,3.0,2.0,0.0,326.0,118.0,1920.0,Moreland
5,h,1172000.0,9.2,5.0,3.0,2.0,425.0,37.0,2014.0,Moreland
2,u,610000.0,11.2,2.0,1.0,1.0,0.0,75.0,2005.0,Bayside
3,t,900000.0,8.4,3.0,2.0,2.0,575.0,128.0,2017.0,Hobsons Bay
3,h,1211000.0,13.8,3.0,2.0,2.0,875.0,123.0,1970.0,Manningham
3,u,710000.0,4.5,2.0,1.0,1.0,0.0,114.0,1900.0,Stonnington
3,h,1310000.0,5.2,3.0,1.0,1.0,302.0,91.0,1910.0,Moreland
2,u,879000.0,17.3,2.0,1.0,1.0,0.0,88.0,1970.0,Bayside
2,u,605000.0,5.5,2.0,1.0,2.0,0.0,65.0,2000.0,Darebin
2,h,999000.0,9.9,2.0,1.0,1.0,587.0,95.0,1920.0,Moreland
3,t,627000.0,11.2,3.0,2.0,2.0,0.0,139.0,2013.0,Moreland
3,h,1255000.0,5.5,3.0,2.0,1.0,259.0,156.0,1910.0,Darebin
2,u,685000.0,6.1,2.0,2.0,2.0,0.0,102.0,1999.0,Port Phillip
3,h,1121000.0,8.8,3.0,2.0,3.0,604.0,123.0,1925.0,Darebin
4,t,1210000.0,13.9,3.0,3.0,2.0,291.0,222.0,2014.0,Glen Eira
3,u,1770000.0,1.8,3.0,2.0,1.0,2431.0,70.0,1999.0,Melbourne
4,u,540000.0,12.4,4.0,2.0,3.0,209.0,120.0,1960.0,Moreland
4,t,607000.0,13.0,4.0,3.0,2.0,0.0,131.0,2014.0,Moreland
2,t,876000.0,6.7,2.0,2.0,1.0,134.0,100.0,2014.0,Moreland
3,u,651000.0,11.5,3.0,2.0,2.0,198.0,113.0,2009.0,Moreland
3,h,1381500.0,5.9,3.0,2.0,2.0,416.0,168.0,1900.0,Moonee Valley
3,t,765000.0,11.0,3.0,2.0,2.0,200.0,139.0,2007.0,Hobsons Bay
4,t,840000.0,7.7,3.0,3.0,2.0,278.0,277.0,2015.0,Hobsons Bay
3,h,1306000.0,4.3,3.0,1.0,0.0,199.0,126.0,1900.0,Moonee Valley
3,t,560000.0,8.6,3.0,1.0,1.0,158.0,137.0,2002.0,Maribyrnong
3,h,1150000.0,3.8,3.0,2.0,1.0,0.0,134.0,1990.0,Port Phillip
4,t,828000.0,8.9,4.0,2.0,2.0,264.0,140.0,2000.0,Banyule
1,u,441000.0,6.2,1.0,1.0,0.0,0.0,50.0,1960.0,Boroondara
3,t,1582000.0,2.6,3.0,3.0,2.0,119.0,184.0,2005.0,Yarra
2,t,750000.0,4.2,2.0,1.0,1.0,325.0,112.0,2002.0,Melbourne
2,t,1010000.0,2.5,2.0,1.0,1.0,151.0,151.0,1998.0,Yarra
2,u,630000.0,7.2,2.0,1.0,1.0,637.0,73.0,1970.0,Port Phillip
2,u,760000.0,15.2,2.0,1.0,1.0,0.0,82.0,1970.0,Bayside
1,u,362000.0,6.2,1.0,1.0,1.0,0.0,55.0,2015.0,Moonee Valley
4,h,921500.0,5.9,3.0,1.0,1.0,575.0,165.0,1930.0,Moreland
2,u,575000.0,5.2,2.0,1.0,1.0,0.0,66.0,1950.0,Moreland
4,t,1280000.0,11.4,4.0,3.0,2.0,306.0,200.0,2014.0,Glen Eira
3,h,998000.0,4.5,3.0,1.0,2.0,104.0,118.0,2000.0,Moreland
3,t,822500.0,13.1,3.0,2.0,1.0,238.0,130.0,2000.0,Whitehorse
3,t,545000.0,13.0,3.0,2.0,1.0,136.0,130.0,2014.0,Moreland
2,u,805000.0,5.3,2.0,1.0,1.0,0.0,84.0,1965.0,Boroondara
5,h,1350000.0,9.2,5.0,3.0,2.0,527.0,358.0,2009.0,Maribyrnong
2,u,1645000.0,1.6,4.0,1.0,3.0,0.0,2.0,1890.0,Yarra
3,t,900000.0,5.5,3.0,2.0,2.0,608.0,138.0,2012.0,Darebin
3,t,1150000.0,9.2,3.0,2.0,1.0,207.0,144.0,2003.0,Boroondara
2,u,640000.0,20.0,2.0,1.0,1.0,128.0,72.0,1972.0,Kingston
3,h,720000.0,9.2,3.0,1.0,2.0,499.0,105.0,1970.0,Moreland
4,t,680000.0,7.8,4.0,2.0,1.0,3747.0,143.0,2006.0,Moreland
3,u,422500.0,12.4,3.0,2.0,1.0,195.0,91.0,2000.0,Moreland
3,u,830000.0,5.1,3.0,2.0,2.0,0.0,112.0,2000.0,Stonnington
3,h,612500.0,9.9,3.0,1.0,1.0,522.0,132.0,1950.0,Moreland
2,h,1035000.0,5.5,2.0,1.0,2.0,243.0,102.0,1890.0,Darebin
2,u,765000.0,7.7,2.0,1.0,0.0,0.0,88.0,1940.0,Port Phillip
4,h,1540000.0,10.2,4.0,2.0,3.0,668.0,205.0,1970.0,Monash
2,t,598000.0,7.8,2.0,1.0,1.0,108.0,100.0,2007.0,Moreland
2,u,520000.0,7.4,2.0,1.0,1.0,0.0,74.0,1971.0,Port Phillip
2,t,760000.0,9.7,2.0,1.0,1.0,121.0,100.0,1960.0,Boroondara
4,h,1530000.0,10.7,2.0,2.0,1.0,603.0,177.0,1920.0,Bayside
3,h,780000.0,11.4,3.0,1.0,2.0,627.0,154.0,1970.0,Banyule
3,t,575000.0,10.5,3.0,1.0,2.0,192.0,91.0,1995.0,Banyule
3,h,1425000.0,9.2,3.0,2.0,2.0,217.0,163.0,2006.0,Boroondara
2,u,451000.0,7.8,2.0,1.0,1.0,0.0,72.0,1970.0,Moreland
2,t,510000.0,9.9,2.0,1.0,1.0,110.0,91.0,2013.0,Moreland
2,u,435000.0,6.4,2.0,2.0,1.0,0.0,96.0,2017.0,Maribyrnong
4,h,1300000.0,11.8,4.0,2.0,2.0,744.0,300.0,1985.0,Manningham
3,u,670000.0,6.9,3.0,2.0,2.0,0.0,120.0,2000.0,Moonee Valley
3,t,950000.0,17.9,3.0,3.0,2.0,160.0,149.0,2013.0,Bayside
4,u,774000.0,15.5,4.0,2.0,2.0,0.0,147.0,2000.0,Monash
3,t,1680000.0,9.7,3.0,3.0,1.0,329.0,178.0,2005.0,Boroondara
3,h,1601000.0,9.2,3.0,1.0,2.0,453.0,102.0,1930.0,Boroondara
2,u,520000.0,23.2,2.0,1.0,1.0,418.0,76.0,1970.0,Knox
5,h,3690000.0,9.2,4.0,4.0,2.0,624.0,154.0,1967.0,Boroondara
2,u,465000.0,13.0,2.0,1.0,1.0,176.0,89.0,2012.0,Moreland
2,u,415000.0,11.4,2.0,1.0,1.0,0.0,64.0,1970.0,Glen Eira
3,u,616000.0,6.1,2.0,2.0,2.0,0.0,115.0,1995.0,Port Phillip
2,u,615000.0,11.4,2.0,1.0,1.0,190.0,105.0,1980.0,Banyule
2,u,519500.0,7.3,2.0,1.0,1.0,1101.0,73.0,1970.0,Stonnington
3,h,855000.0,5.2,3.0,1.0,1.0,229.0,97.0,1930.0,Moreland
3,t,770000.0,11.5,3.0,2.0,2.0,272.0,138.0,2012.0,Moreland
2,u,1080000.0,5.3,2.0,2.0,2.0,6996.0,136.0,2000.0,Boroondara
3,h,1100000.0,6.4,3.0,2.0,3.0,380.0,106.4,1945.0,Maribyrnong
3,t,805000.0,4.5,2.0,1.0,1.0,0.0,114.0,2003.0,Moreland
2,h,1110000.0,12.2,2.0,1.0,1.0,586.0,86.0,1950.0,Monash
3,h,495000.0,31.7,3.0,2.0,2.0,563.0,150.0,1994.0,Hume
2,u,626000.0,8.5,2.0,1.0,1.0,1764.0,100.0,1930.0,Glen Eira
3,h,940000.0,4.4,3.0,1.0,1.0,320.0,110.0,1940.0,Moonee Valley
2,u,696750.0,7.2,2.0,1.0,1.0,0.0,83.0,1930.0,Port Phillip
3,h,765000.0,13.8,3.0,1.0,2.0,608.0,138.0,1975.0,Banyule
2,u,820000.0,11.2,2.0,2.0,1.0,0.0,104.0,2013.0,Stonnington
3,u,735000.0,7.5,2.0,1.0,1.0,0.0,95.0,1970.0,Boroondara
2,u,600000.0,9.2,2.0,1.0,1.0,0.0,80.0,1960.0,Stonnington
3,t,911000.0,2.6,3.0,2.0,1.0,0.0,110.0,2000.0,Yarra
2,u,1211000.0,11.2,2.0,1.0,1.0,259.0,99.0,1970.0,Stonnington
3,t,1035000.0,7.2,3.0,2.0,2.0,0.0,111.0,2010.0,Port Phillip
3,t,1295000.0,6.1,3.0,2.0,2.0,0.0,200.0,2000.0,Port Phillip
2,u,623000.0,13.0,2.0,1.0,1.0,101.0,90.0,1970.0,Monash
3,t,1100000.0,13.7,3.0,2.0,1.0,355.0,140.0,1987.0,Bayside
3,h,1125000.0,13.0,3.0,1.0,2.0,584.0,116.0,1948.0,Glen Eira
3,t,1250000.0,3.3,3.0,2.0,1.0,80.0,118.0,2003.0,Stonnington
3,t,808000.0,11.4,3.0,1.0,1.0,111.0,116.0,1998.0,Glen Eira
3,h,505000.0,18.4,3.0,1.0,1.0,663.0,142.0,1995.0,Wyndham
3,h,551000.0,14.5,3.0,1.0,0.0,610.0,121.0,1955.0,Hume
2,h,1025000.0,4.1,2.0,1.0,0.0,123.0,73.0,1910.0,Port Phillip
4,t,1655000.0,10.2,4.0,3.0,2.0,510.0,240.0,2013.0,Boroondara
