Rooms,Type,Price,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea
2,u,785000.0,1.8,2.0,2.0,1.0,0.0,95.0,2008.0,Melbourne
3,h,940000.0,12.6,3.0,2.0,2.0,572.0,190.0,1950.0,Brimbank
3,h,1716000.0,11.4,2.0,2.0,1.0,817.0,130.0,1925.0,Glen Eira
2,u,825000.0,7.7,2.0,1.0,2.0,0.0,86.0,1930.0,Port Phillip
3,t,1130000.0,6.9,3.0,2.0,2.0,217.0,145.0,2013.0,Moonee Valley
2,u,475000.0,10.6,2.0,1.0,2.0,247.0,68.0,1974.0,Banyule
2,u,410000.0,5.2,2.0,1.0,1.0,0.0,66.0,2000.0,Moreland
3,t,2100000.0,11.2,3.0,2.0,4.0,0.0,145.0,1970.0,Bayside
5,h,1475000.0,12.3,5.0,2.0,3.0,548.0,157.0,1920.0,Monash
2,t,1255000.0,9.7,2.0,1.0,1.0,208.0,129.0,2000.0,Boroondara
4,h,1830000.0,11.4,3.0,2.0,2.0,687.0,237.0,1983.0,Glen Eira
3,h,679500.0,12.6,3.0,1.0,1.0,351.0,125.0,2002.0,Brimbank
2,u,530000.0,13.5,2.0,1.0,1.0,120.0,94.0,2012.0,Moonee Valley
3,h,840000.0,16.1,3.0,1.0,2.0,509.0,120.0,2000.0,Banyule
2,u,635000.0,9.7,2.0,1.0,1.0,0.0,70.0,2014.0,Boroondara
3,h,970000.0,9.2,3.0,1.0,2.0,575.0,129.0,1960.0,Moreland
3,h,930000.0,6.4,3.0,1.0,4.0,545.0,116.0,1940.0,Maribyrnong
3,h,575000.0,14.5,3.0,1.0,1.0,338.0,107.0,1960.0,Brimbank
2,t,521000.0,12.0,2.0,1.0,1.0,0.0,94.0,2009.0,Darebin
1,u,330000.0,3.5,1.0,1.0,1.0,0.0,32.0,1970.0,Yarra
3,u,777000.0,15.4,3.0,2.0,2.0,239.0,113.0,2014.0,Whitehorse
2,t,710000.0,1.6,2.0,1.0,1.0,0.0,90.0,2002.0,Yarra
2,t,495000.0,11.2,2.0,1.0,1.0,96.0,73.0,2013.0,Darebin
2,h,970000.0,1.8,2.0,1.0,0.0,102.0,66.0,1900.0,Melbourne
4,t,821000.0,6.4,4.0,3.0,2.0,294.0,151.0,2014.0,Maribyrnong
3,t,855000.0,7.9,3.0,2.0,2.0,0.0,130.0,1980.0,Banyule
6,h,5525000.0,6.3,5.0,3.0,4.0,1491.0,516.0,1935.0,Stonnington
3,t,920000.0,16.1,3.0,2.0,2.0,239.0,187.0,2007.0,Manningham
2,u,452000.0,13.9,2.0,1.0,1.0,67.0,68.0,1975.0,Manningham
2,u,585000.0,4.3,2.0,2.0,2.0,37000.0,90.0,2004.0,Maribyrnong
4,h,2265000.0,7.9,4.0,2.0,2.0,925.0,208.0,1925.0,Banyule
3,h,787000.0,11.2,3.0,1.0,1.0,563.0,118.0,1940.0,Darebin
3,h,1130000.0,7.8,3.0,1.0,3.0,206.0,80.0,1945.0,Moreland
2,t,408000.0,8.7,2.0,1.0,1.0,85.0,84.0,1980.0,Maribyrnong
2,u,642500.0,0.7,2.0,1.0,1.0,8888.0,77.0,1994.0,Melbourne
3,t,720000.0,8.0,3.0,1.0,2.0,190.0,142.0,1999.0,Moonee Valley
2,t,731000.0,12.4,2.0,1.0,1.0,217.0,115.0,2005.0,Manningham
2,t,600000.0,9.2,2.0,2.0,1.0,145.0,112.0,2012.0,Maribyrnong
3,h,988000.0,17.2,3.0,1.0,1.0,653.0,119.0,1970.0,Whitehorse
5,h,2930000.0,9.0,5.0,3.0,4.0,645.0,222.0,2005.0,Boroondara
3,h,1551000.0,4.6,3.0,1.0,1.0,199.0,103.0,1890.0,Boroondara
3,h,2415000.0,7.4,3.0,1.0,3.0,696.0,128.0,1910.0,Stonnington
2,u,510000.0,3.1,2.0,1.0,1.0,75.0,66.0,2007.0,Melbourne
2,t,1037000.0,11.2,2.0,1.0,2.0,125.0,2.0,2009.0,Bayside
4,h,903000.0,13.8,4.0,1.0,2.0,618.0,22.0,1960.0,Manningham
2,t,945000.0,1.6,2.0,1.0,1.0,15900.0,98.0,1880.0,Yarra
4,h,856000.0,10.5,4.0,1.0,2.0,722.0,208.0,1975.0,Banyule
2,t,416000.0,11.2,2.0,1.0,1.0,159.0,70.0,2000.0,Darebin
3,u,545000.0,13.5,3.0,2.0,1.0,240.0,131.0,2011.0,Brimbank
3,h,750000.0,12.3,3.0,2.0,2.0,321.0,87.0,2005.0,Monash
2,t,495000.0,31.2,2.0,1.0,1.0,198.0,94.0,1980.0,Kingston
3,t,700000.0,13.5,3.0,2.0,2.0,239.0,134.0,2009.0,Moonee Valley
1,u,380500.0,14.6,1.0,1.0,1.0,106.0,51.0,1990.0,Kingston
3,t,642500.0,12.0,3.0,2.0,2.0,160.0,140.0,2010.0,Darebin
3,h,583500.0,10.5,3.0,1.0,1.0,672.0,110.0,1970.0,Brimbank
3,t,663000.0,6.4,3.0,2.0,2.0,244.0,129.0,2010.0,Hobsons Bay
2,u,450000.0,11.4,2.0,1.0,1.0,0.0,72.0,1970.0,Glen Eira
2,u,1260000.0,7.7,2.0,2.0,2.0,626.0,125.0,2008.0,Port Phillip
3,h,991000.0,11.2,3.0,1.0,1.0,716.0,139.0,1950.0,Moonee Valley
2,u,491500.0,8.0,2.0,1.0,1.0,0.0,61.0,1970.0,Hobsons Bay
2,u,480000.0,11.2,2.0,2.0,1.0,145.0,145.0,2010.0,Darebin
3,t,1110000.0,11.2,4.0,2.0,2.0,401.0,129.0,1970.0,Whitehorse
4,t,820000.0,8.4,4.0,2.0,2.0,753.0,204.0,2006.0,Hobsons Bay
2,u,672000.0,5.6,2.0,1.0,1.0,0.0,77.0,1966.0,Boroondara
4,h,2640000.0,11.2,4.0,2.0,2.0,848.0,246.0,1975.0,Bayside
3,t,1460000.0,8.0,3.0,2.0,2.0,506.0,180.0,2010.0,Hobsons Bay
3,t,1052000.0,2.6,3.0,1.0,2.0,0.0,100.0,2010.0,Yarra
2,u,600000.0,6.9,2.0,1.0,1.0,166.0,81.0,1965.0,Moonee Valley
3,t,887500.0,1.6,3.0,2.0,1.0,81.0,82.0,2000.0,Yarra
4,h,1350500.0,12.6,4.0,1.0,0.0,726.0,181.0,1940.0,Brimbank
2,u,336000.0,11.2,2.0,1.0,1.0,99.0,67.0,1970.0,Darebin
2,u,535000.0,2.8,2.0,1.0,1.0,0.0,84.0,2001.0,Melbourne
2,t,678000.0,13.8,2.0,1.0,1.0,340.0,90.0,1980.0,Manningham
2,t,600000.0,11.5,2.0,1.0,1.0,161.0,112.0,2015.0,Moreland
1,u,365000.0,11.4,1.0,1.0,1.0,0.0,48.0,1960.0,Glen Eira
2,h,1135000.0,2.5,2.0,2.0,2.0,98.0,128.0,1920.0,Yarra
1,u,455000.0,5.3,1.0,1.0,1.0,0.0,49.0,1960.0,Boroondara
2,u,656000.0,11.4,2.0,1.0,1.0,103.0,82.0,1970.0,Glen Eira
2,u,502000.0,12.8,5.0,1.0,2.0,0.0,85.0,1990.0,Moonee Valley
3,t,1320000.0,4.6,3.0,2.0,1.0,3.0,131.0,1970.0,Stonnington
2,t,755000.0,7.4,2.0,2.0,1.0,66.0,111.0,2005.0,Port Phillip
4,h,1218000.0,23.3,4.0,2.0,2.0,900.0,281.0,1994.0,Knox
2,u,485000.0,8.4,2.0,1.0,1.0,0.0,65.0,2011.0,Hobsons Bay
2,t,610000.0,11.2,2.0,1.0,1.0,182.0,112.0,2015.0,Moreland
2,u,750000.0,2.6,2.0,2.0,1.0,0.0,104.0,2000.0,Yarra
3,t,1205000.0,6.3,3.0,2.0,2.0,101.0,105.0,2000.0,Stonnington
4,h,930000.0,8.8,4.0,2.0,2.0,604.0,180.0,1920.0,Darebin
4,h,1235000.0,11.8,4.0,2.0,2.0,556.0,214.0,1957.0,Manningham
2,u,665000.0,4.5,2.0,1.0,1.0,0.0,96.0,1940.0,Moreland
2,u,820000.0,13.0,2.0,1.0,3.0,336.0,109.0,1960.0,Glen Eira
3,t,746000.0,13.9,3.0,2.0,2.0,118.0,106.0,2013.0,Manningham
2,u,655000.0,4.6,2.0,1.0,1.0,1816.0,105.0,1960.0,Stonnington
4,h,706000.0,14.0,4.0,1.0,4.0,752.0,115.0,1960.0,Hume
3,t,967000.0,3.4,3.0,2.0,2.0,0.0,120.0,1999.0,Melbourne
3,t,918000.0,10.4,3.0,2.0,1.0,207.0,144.0,2012.0,Monash
1,u,305000.0,11.4,1.0,1.0,1.0,0.0,46.0,1960.0,Glen Eira
3,t,962000.0,8.4,3.0,2.0,2.0,283.0,179.0,2011.0,Hobsons Bay
2,u,515000.0,8.8,2.0,1.0,1.0,187.0,60.0,2005.0,Darebin
3,t,828000.0,13.0,3.0,2.0,1.0,206.0,118.0,2002.0,Monash
3,h,905000.0,9.7,3.0,1.0,2.0,281.0,150.0,1995.0,Boroondara
2,t,475000.0,10.8,2.0,1.0,1.0,115.0,104.0,1980.0,Maribyrnong
1,u,465000.0,3.4,1.0,1.0,1.0,0.0,45.0,1970.0,Yarra
2,u,705000.0,1.8,2.0,1.0,1.0,0.0,70.0,2000.0,Melbourne
4,h,1345000.0,5.9,4.0,1.0,1.0,552.0,155.0,1920.0,Moonee Valley
3,h,1115000.0,2.6,3.0,2.0,2.0,129.0,120.0,1980.0,Yarra
2,h,920000.0,9.2,2.0,1.0,2.0,334.0,115.0,1930.0,Stonnington
2,u,695000.0,2.6,2.0,1.0,2.0,0.0,68.0,1997.0,Yarra
2,h,1225000.0,9.3,2.0,1.0,2.0,284.0,99.0,1940.0,Glen Eira
3,t,1235000.0,13.0,3.0,2.0,2.0,0.0,160.0,2012.0,Glen Eira
1,u,420000.0,5.3,1.0,1.0,1.0,0.0,47.0,2004.0,Boroondara
3,u,752000.0,13.5,3.0,1.0,1.0,265.0,130.0,1993.0,Moonee Valley
3,t,816000.0,14.3,3.0,1.0,2.0,0.0,121.0,2010.0,Manningham
4,h,2310000.0,10.7,4.0,2.0,2.0,757.0,130.0,1930.0,Bayside
2,u,600000.0,5.1,2.0,1.0,1.0,0.0,83.0,1970.0,Port Phillip
2,h,468000.0,6.4,2.0,1.0,2.0,312.0,89.0,1990.0,Maribyrnong
2,u,834500.0,7.2,2.0,1.0,2.0,538.0,92.0,2005.0,Glen Eira
2,u,902000.0,7.2,2.0,1.0,0.0,702.0,86.0,1940.0,Port Phillip
3,t,830000.0,6.7,3.0,2.0,2.0,275.0,142.0,2008.0,Moreland
3,t,1101000.0,6.3,3.0,1.0,2.0,103.0,3.0,2000.0,Stonnington
3,h,910000.0,6.4,3.0,1.0,1.0,361.0,118.0,1940.0,Maribyrnong
3,u,1189000.0,4.6,3.0,1.0,1.0,181.0,122.0,1969.0,Boroondara
3,t,956000.0,10.1,3.0,2.0,1.0,137.0,137.0,1994.0,Glen Eira
2,u,840000.0,3.3,2.0,2.0,1.0,0.0,92.0,2002.0,Stonnington
1,u,312000.0,5.2,1.0,1.0,1.0,406.0,40.0,1970.0,Moreland
2,t,715000.0,8.8,2.0,1.0,1.0,132.0,121.0,2009.0,Darebin
2,h,1110000.0,5.2,2.0,1.0,0.0,196.0,101.0,1922.0,Moreland
3,h,1005000.0,7.0,3.0,1.0,1.0,438.0,115.0,1960.0,Maribyrnong
2,h,895000.0,8.5,2.0,1.0,1.0,147.0,81.0,1915.0,Glen Eira
3,t,492000.0,12.4,3.0,1.0,1.0,208.0,107.0,2011.0,Moreland
3,t,1051000.0,20.0,3.0,2.0,2.0,435.0,141.0,1980.0,Kingston
2,h,1075000.0,3.4,2.0,1.0,1.0,174.0,85.0,1890.0,Yarra
5,h,4400000.0,6.1,5.0,4.0,4.0,657.0,312.0,1900.0,Port Phillip
3,u,746000.0,11.7,3.0,1.0,2.0,308.0,92.0,1995.0,Whitehorse
4,h,845000.0,13.8,4.0,1.0,2.0,745.0,130.0,1950.0,Hobsons Bay
3,t,640000.0,23.2,3.0,2.0,1.0,187.0,125.0,2010.0,Knox
4,h,855333.0,11.5,4.0,1.0,2.0,694.0,183.0,1974.0,Moreland
2,t,650000.0,8.8,2.0,1.0,1.0,140.0,107.0,2013.0,Banyule
2,t,652000.0,11.2,2.0,2.0,2.0,254.0,93.0,2007.0,Darebin
3,h,1305000.0,12.2,3.0,1.0,1.0,760.0,120.0,1960.0,Monash
2,t,600000.0,9.2,2.0,1.0,1.0,145.0,105.0,2010.0,Moreland
2,u,598000.0,6.3,2.0,1.0,1.0,0.0,88.0,1970.0,Stonnington
5,h,3075000.0,13.7,3.0,2.0,2.0,830.0,204.0,1901.0,Bayside
3,h,935000.0,13.0,3.0,1.0,2.0,666.0,176.0,1960.0,Moreland
3,u,480000.0,6.4,3.0,1.0,1.0,0.0,90.0,1985.0,Maribyrnong
2,t,705000.0,10.6,2.0,1.0,1.0,182.0,110.0,1973.0,Banyule
3,h,1440000.0,6.9,3.0,2.0,1.0,287.0,196.0,1880.0,Moonee Valley
3,u,970000.0,13.8,3.0,2.0,2.0,0.0,99.0,2005.0,Bayside
2,t,750000.0,3.5,2.0,2.0,2.0,0.0,95.0,2002.0,Yarra
2,u,575000.0,6.1,2.0,2.0,1.0,0.0,78.0,2013.0,Port Phillip
2,t,735000.0,5.9,2.0,1.0,2.0,120.0,109.0,2004.0,Moreland
2,u,695000.0,16.1,2.0,2.0,1.0,208.0,107.0,2000.0,Banyule
2,t,960000.0,6.5,2.0,2.0,2.0,158.0,133.0,2007.0,Darebin
2,u,465000.0,8.0,2.0,1.0,1.0,0.0,78.0,1970.0,Hobsons Bay
2,t,738000.0,8.9,2.0,1.0,2.0,154.0,107.0,1985.0,Banyule
3,h,2300000.0,2.1,3.0,2.0,2.0,0.0,260.0,1877.0,Port Phillip
2,u,665500.0,2.3,2.0,2.0,1.0,0.0,96.0,2012.0,Melbourne
5,h,1915000.0,10.7,5.0,2.0,0.0,645.0,238.0,1970.0,Bayside
1,u,370500.0,6.1,1.0,1.0,1.0,0.0,46.0,1960.0,Port Phillip
4,h,1751000.0,10.8,4.0,3.0,4.0,646.0,320.0,1998.0,Manningham
2,u,562000.0,11.4,2.0,1.0,1.0,0.0,88.0,1970.0,Glen Eira
2,t,505000.0,12.1,2.0,1.0,2.0,90.0,90.0,1995.0,Darebin
1,u,375000.0,6.4,1.0,1.0,1.0,0.0,50.0,1920.0,Maribyrnong
4,h,2376000.0,9.2,4.0,2.0,2.0,652.0,230.0,1925.0,Boroondara
3,h,1465000.0,7.9,3.0,1.0,2.0,630.0,126.0,1960.0,Banyule
2,h,675000.0,13.5,2.0,1.0,1.0,612.0,100.0,1975.0,Moonee Valley
2,u,471000.0,5.9,2.0,1.0,1.0,564.0,60.0,1970.0,Moreland
2,u,475000.0,11.8,2.0,1.0,1.0,0.0,52.0,2011.0,Glen Eira
1,u,442500.0,3.3,1.0,1.0,0.0,0.0,34.0,1970.0,Port Phillip
2,u,300000.0,11.2,2.0,1.0,1.0,87.0,62.0,1970.0,Darebin
2,u,535000.0,1.6,2.0,1.0,1.0,0.0,63.0,1970.0,Yarra
4,h,4011000.0,1.6,4.0,3.0,2.0,286.0,275.0,1890.0,Yarra
3,t,420000.0,20.6,3.0,2.0,2.0,219.0,175.0,2010.0,Hume
2,h,1015000.0,2.5,2.0,1.0,1.0,131.0,80.0,1890.0,Yarra
4,t,726000.0,6.9,4.0,2.0,1.0,67.0,145.0,2000.0,Moonee Valley
1,u,380000.0,3.3,1.0,1.0,1.0,0.0,41.0,1980.0,Stonnington
4,h,2355000.0,11.2,4.0,2.0,3.0,0.0,223.0,1915.0,Stonnington
3,t,460000.0,13.0,3.0,1.0,1.0,325.0,106.0,1970.0,Moreland
3,t,705000.0,12.8,3.0,2.0,1.0,440.0,156.0,1995.0,Moonee Valley
3,h,1264000.0,13.4,3.0,1.0,2.0,579.0,126.0,1960.0,Whitehorse
3,t,730000.0,10.4,3.0,1.0,2.0,242.0,124.0,2010.0,Moonee Valley
2,h,662000.0,14.9,2.0,1.0,2.0,605.0,114.0,1960.0,Banyule
2,h,1265000.0,1.6,3.0,1.0,1.0,282.0,112.0,1920.0,Yarra
3,t,860000.0,11.4,3.0,1.0,2.0,277.0,135.0,1978.0,Glen Eira
4,h,2360000.0,11.2,4.0,2.0,2.0,764.0,265.0,1930.0,Boroondara
3,t,1360000.0,7.2,3.0,2.0,2.0,797.0,175.0,1997.0,Port Phillip
1,u,300000.0,7.7,1.0,1.0,0.0,0.0,33.0,1930.0,Port Phillip
3,t,900000.0,13.0,3.0,2.0,1.0,360.0,154.0,1975.0,Monash
2,t,468000.0,12.1,2.0,1.0,1.0,137.0,110.0,2012.0,Moreland
3,t,1060000.0,10.2,3.0,2.0,2.0,343.0,1.0,2000.0,Monash
5,h,3085000.0,9.2,5.0,3.0,3.0,778.0,326.0,2000.0,Boroondara
3,t,757000.0,6.4,3.0,2.0,2.0,102.0,102.0,2011.0,Maribyrnong
3,t,735000.0,6.4,3.0,2.0,2.0,112.0,168.0,2010.0,Maribyrnong
4,h,1620000.0,8.4,4.0,3.0,1.0,425.0,233.0,2015.0,Hobsons Bay
1,u,415000.0,7.0,1.0,1.0,1.0,0.0,39.0,1970.0,Darebin
2,h,1055000.0,4.5,2.0,1.0,0.0,203.0,85.0,1900.0,Stonnington
3,t,1015000.0,3.5,3.0,2.0,1.0,112.0,145.0,2000.0,Yarra
4,h,1610000.0,8.2,4.0,3.0,2.0,861.0,274.0,1955.0,Moonee Valley
2,u,1260000.0,1.6,2.0,1.0,1.0,0.0,129.0,1900.0,Yarra
3,h,740000.0,12.1,3.0,1.0,1.0,568.0,115.0,1960.0,Moreland
2,u,535000.0,6.1,2.0,1.0,1.0,0.0,70.0,1930.0,Port Phillip
1,u,443000.0,1.9,1.0,1.0,1.0,547.0,58.0,1900.0,Melbourne
1,u,445000.0,4.2,1.0,1.0,0.0,0.0,67.0,1997.0,Moonee Valley
3,h,540000.0,18.4,3.0,2.0,2.0,580.0,200.0,1990.0,Wyndham
3,t,2050000.0,11.0,3.0,3.0,4.0,310.0,315.0,2014.0,Boroondara
1,u,327000.0,11.4,1.0,1.0,1.0,0.0,32.0,1960.0,Glen Eira
3,h,1251000.0,11.2,4.0,2.0,1.0,536.0,211.0,1930.0,Boroondara
3,h,2251000.0,9.2,3.0,1.0,2.0,888.0,137.0,1950.0,Boroondara
2,u,595000.0,2.1,2.0,1.0,1.0,0.0,76.0,2004.0,Port Phillip
1,u,470000.0,2.5,1.0,1.0,1.0,0.0,50.0,2013.0,Yarra
2,u,735000.0,3.8,2.0,1.0,1.0,0.0,100.0,2000.0,Port Phillip
3,u,601000.0,1.9,2.0,1.0,1.0,0.0,81.0,1996.0,Melbourne
4,t,1435000.0,13.0,3.0,3.0,2.0,291.0,212.0,2012.0,Glen Eira
3,h,1635000.0,3.0,3.0,1.0,0.0,142.0,130.0,1880.0,Yarra
4,t,1010000.0,12.4,4.0,3.0,2.0,332.0,198.0,2013.0,Manningham
3,t,1010000.0,1.9,3.0,3.0,2.0,0.0,132.0,1940.0,Melbourne
3,t,940000.0,4.5,3.0,1.0,2.0,213.0,116.0,1995.0,Moreland
2,u,450000.0,4.4,2.0,1.0,1.0,0.0,62.0,1970.0,Moonee Valley
2,u,550000.0,3.8,2.0,1.0,1.0,0.0,57.0,2012.0,Port Phillip
2,t,781000.0,7.8,2.0,1.0,1.0,0.0,112.9,2014.0,Moreland
3,t,1015000.0,11.2,3.0,2.0,2.0,0.0,134.0,2013.0,Stonnington
4,u,753000.0,13.9,3.0,1.0,1.0,241.0,105.0,1970.0,Manningham
2,t,805000.0,6.5,2.0,1.0,2.0,164.0,95.0,2009.0,Darebin
2,h,2200000.0,2.6,2.0,2.0,1.0,190.0,172.0,1875.0,Melbourne
4,h,1346000.0,9.1,2.0,2.0,2.0,559.0,204.0,1995.0,Moonee Valley
2,t,1090000.0,2.6,2.0,2.0,1.0,0.0,137.0,2002.0,Yarra
3,t,600000.0,9.9,3.0,3.0,1.0,205.0,107.0,1940.0,Moreland
2,u,660000.0,11.2,2.0,2.0,1.0,217.0,113.0,2006.0,Moonee Valley
3,h,1182000.0,2.6,3.0,1.0,1.0,199.0,110.0,1920.0,Yarra
3,t,940000.0,20.0,3.0,1.0,2.0,331.0,157.9352,1989.0,Kingston
5,h,2550000.0,10.7,5.0,3.0,2.0,915.0,233.0,1960.0,Bayside
1,u,346000.0,11.4,1.0,1.0,1.0,60.0,48.0,1970.0,Glen Eira
1,u,380000.0,13.9,1.0,1.0,1.0,0.0,99.0,1970.0,Glen Eira
3,t,1260000.0,13.8,3.0,2.0,2.0,669.0,138.0,1960.0,Glen Eira
4,t,970000.0,7.5,4.0,2.0,2.0,0.0,142.0,2003.0,Moonee Valley
3,h,588000.0,13.0,3.0,1.0,1.0,616.0,125.0,1960.0,Moreland
2,h,890000.0,2.5,2.0,1.0,1.0,150.0,73.0,1985.0,Yarra
4,h,1815000.0,4.5,4.0,1.0,1.0,233.0,204.0,1890.0,Moreland
3,h,590500.0,14.0,3.0,1.0,1.0,708.0,90.0,1960.0,Hume
4,h,2165000.0,7.5,4.0,2.0,3.0,951.0,238.0,1930.0,Moonee Valley
2,t,1013000.0,1.9,2.0,2.0,1.0,0.0,130.0,2010.0,Melbourne
2,u,683000.0,1.6,2.0,1.0,1.0,0.0,92.0,1900.0,Yarra
2,u,510000.0,13.8,2.0,1.0,1.0,127.0,76.0,1990.0,Hobsons Bay
3,t,592000.0,11.2,3.0,1.0,1.0,270.0,160.0,2016.0,Darebin
3,h,1220000.0,7.9,3.0,1.0,1.0,687.0,110.0,1975.0,Banyule
2,u,1300000.0,11.2,2.0,2.0,2.0,329.0,132.0,1940.0,Bayside
3,u,870000.0,13.9,3.0,2.0,2.0,365.0,150.0,2011.0,Glen Eira
2,u,1140000.0,4.1,2.0,2.0,2.0,586.0,119.0,1990.0,Stonnington
3,h,740000.0,14.9,3.0,1.0,1.0,591.0,104.0,1960.0,Banyule
5,h,1170000.0,8.9,5.0,3.0,3.0,694.0,210.0,1975.0,Banyule
3,t,865000.0,13.6,3.0,2.0,2.0,277.0,143.0,2010.0,Monash
2,u,725000.0,13.0,2.0,1.0,1.0,677.0,88.0,2012.0,Glen Eira
3,h,1307500.0,5.3,3.0,2.0,0.0,258.0,124.0,1920.0,Darebin
2,t,745500.0,12.1,2.0,1.0,1.0,186.0,110.0,1980.0,Glen Eira
4,t,1425000.0,11.8,4.0,2.0,2.0,314.0,189.0,2000.0,Glen Eira
2,t,421000.0,11.1,2.0,1.0,1.0,77.0,77.0,2009.0,Hobsons Bay
3,u,1190000.0,10.3,3.0,2.0,2.0,0.0,148.0,1975.0,Banyule
3,t,1465000.0,6.2,3.0,2.0,2.0,265.0,177.0,2010.0,Boroondara
2,u,637000.0,16.1,2.0,1.0,1.0,318.0,104.0,1980.0,Banyule
3,t,1050000.0,5.9,3.0,2.0,2.0,318.0,160.0,2013.0,Moonee Valley
2,u,500000.0,4.4,2.0,1.0,1.0,0.0,72.9,1970.0,Moonee Valley
5,h,3860000.0,9.2,5.0,4.0,2.0,830.0,520.0,2009.0,Boroondara
2,u,530000.0,4.3,2.0,1.0,1.0,81.0,88.0,1980.0,Maribyrnong
2,u,600000.0,5.2,2.0,1.0,1.0,0.0,75.0,2011.0,Moreland
2,u,468250.0,11.4,2.0,1.0,1.0,912.0,75.0,2008.0,Glen Eira
2,u,806000.0,4.6,2.0,1.0,1.0,0.0,64.0,1930.0,Boroondara
2,h,1256000.0,7.0,2.0,1.0,3.0,531.0,111.0,1940.0,Maribyrnong
2,u,790000.0,11.2,2.0,1.0,2.0,196.0,109.0,1970.0,Stonnington
2,t,855000.0,11.4,2.0,1.0,1.0,158.0,106.0,1994.0,Glen Eira
2,u,696000.0,2.6,2.0,2.0,1.0,0.0,68.0,2008.0,Yarra
2,t,520000.0,9.9,2.0,1.0,1.0,0.0,82.0,2011.0,Moreland
3,t,815000.0,4.3,3.0,2.0,2.0,198.0,130.0,1990.0,Maribyrnong
3,h,1302500.0,11.2,3.0,2.0,2.0,0.0,171.0,1993.0,Bayside
